/home/chris/miniconda3/envs/marlo/bin/python /home/chris/Desktop/lunar-lander/train_agent1.py --verbose --overwrite
/home/chris/miniconda3/envs/marlo/lib/python3.6/site-packages/gymnasium/core.py:27: UserWarning: WARN: Gymnasium minimally supports python 3.6 as the python foundation not longer supports the version, please update your version to 3.7+
  "Gymnasium minimally supports python 3.6 as the python foundation not longer supports the version, please update your version to 3.7+"
/home/chris/miniconda3/envs/marlo/lib/python3.6/site-packages/gym/core.py:27: UserWarning: WARN: Gym minimally supports python 3.6 as the python foundation not longer supports the version, please update your version to 3.7+
  "Gym minimally supports python 3.6 as the python foundation not longer supports the version, please update your version to 3.7+"
dimension of state space = 15
number of actions = 7
| episode | return          | minimal return      | mean return        |
|         | (this episode)  | (last 20 episodes)  | (last 20 episodes) |
|-----------------------------------------------------------------------

Will wait in case they are starting up. 4 attempts left.

|    1317 |      -58.000    |       -196.100      |       154.950      |

|    1318 |      -70.600    |       -196.100      |       160.940      |

|    1319 |      105.100    |       -196.100      |       175.705      |

|    1320 |     -188.100    |       -196.100      |       142.540      |

|    1321 |      536.800    |       -196.100      |       140.635      |

|    1322 |      225.700    |       -196.100      |       141.400      |

|    1323 |      220.700    |       -196.100      |       158.350      |

|    1324 |     -130.800    |       -196.100      |       159.990      |

|    1325 |      536.600    |       -192.900      |       196.625      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1326 |     -100.100    |       -192.900      |       166.505      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1327 |      528.500    |       -192.900      |       197.940      |

|    1328 |     -204.200    |       -204.200      |       160.020      |

|    1329 |     -193.900    |       -204.200      |       124.075      |

|    1330 |      545.900    |       -204.200      |       126.295      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1331 |     -100.200    |       -204.200      |       130.930      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1332 |      514.200    |       -204.200      |       161.705      |

|    1333 |       80.800    |       -204.200      |       141.185      |

|    1334 |      249.800    |       -204.200      |       144.080      |

|    1335 |      514.300    |       -204.200      |       145.625      |

|    1336 |     -105.400    |       -204.200      |       145.355      |

|    1337 |     -189.600    |       -204.200      |       138.775      |

|    1338 |      477.300    |       -204.200      |       166.170      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1339 |      156.902    |       -204.200      |       168.760      |

|    1340 |      234.200    |       -204.200      |       189.875      |

|    1341 |      534.400    |       -204.200      |       189.755      |

|    1342 |     -200.200    |       -204.200      |       168.460      |

|    1343 |       51.400    |       -204.200      |       159.995      |

|    1344 |     -197.500    |       -204.200      |       156.660      |

|    1345 |     -191.000    |       -204.200      |       120.280      |

|    1346 |     -194.900    |       -204.200      |       115.540      |

|    1347 |       17.900    |       -204.200      |        90.010      |

|    1348 |      472.800    |       -200.200      |       123.860      |

|    1349 |     -100.100    |       -200.200      |       128.550      |

|    1350 |      566.500    |       -200.200      |       129.580      |

|    1351 |      536.800    |       -200.200      |       161.430      |

|    1352 |      116.600    |       -200.200      |       141.550      |

|    1353 |     -167.300    |       -200.200      |       129.145      |

|    1354 |      -17.300    |       -200.200      |       115.790      |

|    1355 |      530.200    |       -200.200      |       116.585      |

|    1356 |     -179.600    |       -200.200      |       112.875      |

|    1357 |       -3.100    |       -200.200      |       122.200      |

|    1358 |     -150.400    |       -200.200      |        90.815      |

|    1359 |     -171.100    |       -200.200      |        74.415      |

|    1360 |     -181.100    |       -200.200      |        53.650      |

|    1361 |       43.500    |       -200.200      |        29.105      |

|    1362 |      472.600    |       -197.500      |        62.745      |

|    1363 |     -105.100    |       -197.500      |        54.920      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1364 |      216.100    |       -194.900      |        75.600      |

|    1365 |     -164.300    |       -194.900      |        76.935      |

|    1366 |      499.500    |       -181.100      |       111.655      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1367 |      194.600    |       -181.100      |       120.490      |

|    1368 |     -171.400    |       -181.100      |        88.280      |

|    1369 |      496.500    |       -181.100      |       118.110      |

|    1370 |     -186.400    |       -186.400      |        80.465      |

|    1371 |      -88.300    |       -186.400      |        49.210      |



|    1372 |      -76.300    |       -186.400      |        39.565      |

|    1373 |     -188.300    |       -188.300      |        38.515      |

|    1374 |     -190.100    |       -190.100      |        29.875      |

|    1375 |      483.300    |       -190.100      |        27.530      |

|    1376 |     -100.000    |       -190.100      |        31.510      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1377 |      525.200    |       -190.100      |        57.925      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1378 |      545.200    |       -190.100      |        92.705      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1379 |      561.900    |       -190.100      |       129.355      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1380 |      -98.300    |       -190.100      |       133.495      |

|    1381 |      515.300    |       -190.100      |       157.085      |

|    1382 |       58.100    |       -190.100      |       136.360      |

|    1383 |       84.300    |       -190.100      |       145.830      |

|    1384 |       71.100    |       -190.100      |       138.580      |

|    1385 |       83.600    |       -190.100      |       150.975      |

|    1386 |       21.100    |       -190.100      |       127.055      |

|    1387 |      -68.200    |       -190.100      |       113.915      |



|    1388 |      509.500    |       -190.100      |       147.960      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1389 |      540.800    |       -190.100      |       150.175      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1390 |      254.200    |       -190.100      |       172.205      |



|    1391 |      552.000    |       -190.100      |       204.220      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1392 |     -184.200    |       -190.100      |       198.825      |



|    1393 |      491.200    |       -190.100      |       232.800      |

|    1394 |     -183.800    |       -184.200      |       233.115      |

|    1395 |     -197.600    |       -197.600      |       199.070      |

|    1396 |     -132.900    |       -197.600      |       197.425      |

|    1397 |     -182.700    |       -197.600      |       162.030      |

|    1398 |      481.100    |       -197.600      |       158.825      |

|    1399 |     -100.200    |       -197.600      |       125.720      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1400 |      173.000    |       -197.600      |       139.285      |


|    1401 |     -172.900    |       -197.600      |       104.875      |

|    1402 |       -4.900    |       -197.600      |       101.725      |

|    1403 |       43.000    |       -197.600      |        99.660      |

|    1404 |     -169.900    |       -197.600      |        87.610      |

|    1405 |      532.100    |       -197.600      |       110.035      |

|    1406 |      -28.200    |       -197.600      |       107.570      |

|    1407 |     -196.400    |       -197.600      |       101.160      |

|    1408 |      186.300    |       -197.600      |        85.000      |

|    1409 |       79.400    |       -197.600      |        61.930      |

|    1410 |     -138.600    |       -197.600      |        42.290      |

|    1411 |     -188.100    |       -197.600      |         5.285      |

|    1412 |     -128.600    |       -197.600      |         8.065      |

|    1413 |     -163.000    |       -197.600      |       -24.645      |

|    1414 |       48.800    |       -197.600      |       -13.015      |

|    1415 |      488.900    |       -196.400      |        21.310      |

|    1416 |      178.400    |       -196.400      |        36.875      |

|    1417 |       31.500    |       -196.400      |        47.585      |

|    1418 |      220.900    |       -196.400      |        34.575      |

|    1419 |      215.300    |       -196.400      |        50.350      |

|    1420 |      480.100    |       -196.400      |        65.705      |

|    1421 |      545.900    |       -196.400      |       101.645      |

|    1422 |      596.800    |       -196.400      |       131.730      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1423 |     -167.900    |       -196.400      |       121.185      |

|    1424 |     -173.300    |       -196.400      |       121.015      |

|    1425 |     -130.100    |       -196.400      |        87.905      |

|    1426 |       70.700    |       -196.400      |        92.850      |

|    1427 |      588.700    |       -188.100      |       132.105      |

|    1428 |     -146.000    |       -188.100      |       115.490      |

|    1429 |       31.500    |       -188.100      |       113.095      |

|    1430 |     -115.100    |       -188.100      |       114.270      |

|    1431 |      -73.400    |       -173.300      |       120.005      |

|    1432 |       15.200    |       -173.300      |       127.195      |

|    1433 |       48.800    |       -173.300      |       137.785      |

|    1434 |     -209.600    |       -209.600      |       124.865      |

|    1435 |      -15.900    |       -209.600      |        99.625      |

|    1436 |      240.500    |       -209.600      |       102.730      |

|    1437 |     -134.800    |       -209.600      |        94.415      |

|    1438 |       20.400    |       -209.600      |        84.390      |

|    1439 |     -158.500    |       -209.600      |        65.700      |

|    1440 |     -168.600    |       -209.600      |        33.265      |

|    1441 |      275.000    |       -209.600      |        19.720      |

|    1442 |       72.400    |       -209.600      |        -6.500      |

|    1443 |       76.100    |       -209.600      |         5.700      |

|    1444 |     -136.800    |       -209.600      |         7.525      |

|    1445 |      470.800    |       -209.600      |        37.570      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1446 |     -100.700    |       -209.600      |        29.000      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1447 |     -149.600    |       -209.600      |        -7.915      |

|    1448 |     -158.200    |       -209.600      |        -8.525      |

|    1449 |     -168.800    |       -209.600      |       -18.540      |

|    1450 |      238.000    |       -209.600      |        -0.885      |

|    1451 |     -130.500    |       -209.600      |        -3.740      |

|    1452 |     -113.400    |       -209.600      |       -10.170      |

|    1453 |      177.700    |       -209.600      |        -3.725      |

|    1454 |     -109.900    |       -168.800      |         1.260      |

|    1455 |     -142.800    |       -168.800      |        -5.085      |

|    1456 |     -154.400    |       -168.800      |       -24.830      |

|    1457 |      502.700    |       -168.800      |         7.045      |

|    1458 |       53.900    |       -168.800      |         8.720      |

|    1459 |      481.900    |       -168.800      |        40.740      |

|    1460 |     -100.400    |       -168.800      |        44.150      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1461 |      242.600    |       -168.800      |        42.530      |

|    1462 |     -117.800    |       -168.800      |        33.020      |

|    1463 |     -106.600    |       -168.800      |        23.885      |

|    1464 |      493.000    |       -168.800      |        55.375      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1465 |       41.400    |       -168.800      |        33.905      |

|    1466 |     -142.700    |       -168.800      |        31.805      |

|    1467 |     -188.700    |       -188.700      |        29.850      |

|    1468 |      -43.300    |       -188.700      |        35.595      |

|    1469 |     -188.600    |       -188.700      |        34.605      |

|    1470 |      113.300    |       -188.700      |        28.370      |

|    1471 |       -8.800    |       -188.700      |        34.455      |

|    1472 |      218.000    |       -188.700      |        51.025      |

|    1473 |       -2.000    |       -188.700      |        42.040      |

|    1474 |     -129.400    |       -188.700      |        41.065      |

|    1475 |     -105.600    |       -188.700      |        42.925      |

|    1476 |       41.700    |       -188.700      |        52.730      |

|    1477 |       43.800    |       -188.700      |        29.785      |

|    1478 |     -217.900    |       -217.900      |        16.195      |

|    1479 |       -4.900    |       -217.900      |        -8.145      |

|    1480 |      516.400    |       -217.900      |        22.695      |

|    1481 |      475.200    |       -217.900      |        34.325      |

|    1482 |     -153.600    |       -217.900      |        32.535      |

|    1483 |       18.300    |       -217.900      |        38.780      |

|    1484 |      501.700    |       -217.900      |        39.215      |

|    1485 |      501.800    |       -217.900      |        62.235      |

|    1486 |      505.800    |       -217.900      |        94.660      |

|    1487 |      200.400    |       -217.900      |       114.115      |

|    1488 |      508.700    |       -217.900      |       141.715      |

|    1489 |      172.200    |       -217.900      |       159.755      |

|    1490 |      -83.300    |       -217.900      |       149.925      |



|    1491 |      255.800    |       -217.900      |       163.155      |

|    1492 |     -203.100    |       -217.900      |       142.100      |

|    1493 |       51.100    |       -217.900      |       144.755      |

|    1494 |      549.400    |       -217.900      |       178.695      |

|    1495 |      477.100    |       -217.900      |       207.830      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1496 |      -28.200    |       -217.900      |       204.335      |

|    1497 |     -198.200    |       -217.900      |       192.235      |

|    1498 |     -197.100    |       -203.100      |       193.275      |

|    1499 |      526.400    |       -203.100      |       219.840      |

|    1500 |      116.500    |       -203.100      |       199.845      |


|    1501 |      -19.500    |       -203.100      |       175.110      |

|    1502 |      531.400    |       -203.100      |       209.360      |

|    1503 |     -100.100    |       -203.100      |       203.440      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1504 |      221.800    |       -203.100      |       189.445      |

|    1505 |      489.300    |       -203.100      |       188.820      |

|    1506 |      486.900    |       -203.100      |       187.875      |

|    1507 |       61.500    |       -203.100      |       180.930      |

|    1508 |     -165.200    |       -203.100      |       147.235      |

|    1509 |     -196.600    |       -203.100      |       128.795      |

|    1510 |      -92.800    |       -203.100      |       128.320      |

|    1511 |      -51.600    |       -203.100      |       112.950      |

|    1512 |      531.000    |       -198.200      |       149.655      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1513 |      202.400    |       -198.200      |       157.220      |

|    1514 |       21.100    |       -198.200      |       130.805      |

|    1515 |      225.000    |       -198.200      |       118.200      |

|    1516 |      490.200    |       -198.200      |       144.120      |

|    1517 |      522.400    |       -197.100      |       180.150      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1518 |      553.500    |       -196.600      |       217.680      |

|    1519 |      560.100    |       -196.600      |       219.365      |

|    1520 |       57.400    |       -196.600      |       216.410      |

|    1521 |     -197.000    |       -197.000      |       207.535      |

|    1522 |     -208.400    |       -208.400      |       170.545      |

|    1523 |      -76.600    |       -208.400      |       171.720      |

|    1524 |     -192.600    |       -208.400      |       151.000      |

|    1525 |      104.300    |       -208.400      |       131.750      |

|    1526 |     -117.700    |       -208.400      |       101.520      |

|    1527 |       21.000    |       -208.400      |        99.495      |

|    1528 |     -144.300    |       -208.400      |       100.540      |

|    1529 |      575.300    |       -208.400      |       139.135      |

|    1530 |     -100.300    |       -208.400      |       138.760      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1531 |      181.700    |       -208.400      |       150.425      |

|    1532 |     -103.600    |       -208.400      |       118.695      |

|    1533 |      191.100    |       -208.400      |       118.130      |

|    1534 |      177.900    |       -208.400      |       125.970      |



|    1535 |       19.500    |       -208.400      |       115.695      |

|    1536 |     -215.200    |       -215.200      |        80.425      |

|    1537 |     -213.000    |       -215.200      |        43.655      |

|    1538 |     -165.700    |       -215.200      |         7.695      |



|    1539 |     -214.700    |       -215.200      |       -31.045      |

|    1540 |     -211.100    |       -215.200      |       -44.470      |

|    1541 |     -189.100    |       -215.200      |       -44.075      |

|    1542 |      222.300    |       -215.200      |       -22.540      |

|    1543 |      -26.600    |       -215.200      |       -20.040      |

|    1544 |     -168.200    |       -215.200      |       -18.820      |

|    1545 |     -207.700    |       -215.200      |       -34.420      |

|    1546 |      199.800    |       -215.200      |       -18.545      |

|    1547 |      231.800    |       -215.200      |        -8.005      |

|    1548 |      521.500    |       -215.200      |        25.285      |

|    1549 |      501.400    |       -215.200      |        21.590      |

|    1550 |      246.500    |       -215.200      |        38.930      |

|    1551 |      466.200    |       -215.200      |        53.155      |

|    1552 |      524.000    |       -215.200      |        84.535      |

|    1553 |      541.800    |       -215.200      |       102.070      |

|    1554 |      231.600    |       -215.200      |       104.755      |

|    1555 |     -145.300    |       -215.200      |        96.515      |

|    1556 |     -164.200    |       -214.700      |        99.065      |

|    1557 |     -178.400    |       -214.700      |       100.795      |

|    1558 |     -156.200    |       -214.700      |       101.270      |

|    1559 |      103.100    |       -211.100      |       117.160      |

|    1560 |     -179.300    |       -207.700      |       118.750      |

|    1561 |      -96.000    |       -207.700      |       123.405      |

|    1562 |     -136.400    |       -207.700      |       105.470      |

|    1563 |     -144.500    |       -207.700      |        99.575      |

|    1564 |      498.700    |       -207.700      |       132.920      |

|    1565 |      -61.900    |       -179.300      |       140.210      |

|    1566 |     -186.800    |       -186.800      |       120.880      |

|    1567 |      556.100    |       -186.800      |       137.095      |

|    1568 |      105.100    |       -186.800      |       116.275      |

|    1569 |     -200.000    |       -200.000      |        81.205      |

|    1570 |     -202.400    |       -202.400      |        58.760      |

|    1571 |      468.600    |       -202.400      |        58.880      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1572 |      548.200    |       -202.400      |        60.090      |

|    1573 |      562.400    |       -202.400      |        61.120      |

|    1574 |      547.800    |       -202.400      |        76.930      |

|    1575 |     -140.200    |       -202.400      |        77.185      |

|    1576 |     -180.600    |       -202.400      |        76.365      |

|    1577 |       92.200    |       -202.400      |        89.895      |

|    1578 |     -191.600    |       -202.400      |        88.125      |

|    1579 |     -196.500    |       -202.400      |        73.145      |

|    1580 |     -106.500    |       -202.400      |        76.785      |

|    1581 |      -87.200    |       -202.400      |        77.225      |

|    1582 |      243.500    |       -202.400      |        96.220      |

|    1583 |     -157.200    |       -202.400      |        95.585      |

|    1584 |     -101.200    |       -202.400      |        65.590      |

|    1585 |     -120.700    |       -202.400      |        62.650      |

|    1586 |     -166.200    |       -202.400      |        63.680      |

|    1587 |     -165.800    |       -202.400      |        27.585      |

|    1588 |     -106.800    |       -202.400      |        16.990      |

|    1589 |      491.900    |       -202.400      |        51.585      |

|    1590 |       26.956    |       -196.500      |        63.053      |

|    1591 |      -72.400    |       -196.500      |        36.003      |

|    1592 |      -32.400    |       -196.500      |         6.973      |

|    1593 |     -143.100    |       -196.500      |       -28.302      |

|    1594 |     -156.400    |       -196.500      |       -63.512      |

|    1595 |     -207.800    |       -207.800      |       -66.892      |

|    1596 |      531.800    |       -207.800      |       -31.272      |

|    1597 |      597.200    |       -207.800      |        -6.022      |

|    1598 |     -185.200    |       -207.800      |        -5.702      |

|    1599 |     -109.600    |       -207.800      |        -1.357      |

|    1600 |       58.300    |       -207.800      |         6.883      |


|    1601 |     -148.900    |       -207.800      |         3.798      |

|    1602 |     -182.600    |       -207.800      |       -17.507      |

|    1603 |     -206.300    |       -207.800      |       -19.962      |

|    1604 |      197.500    |       -207.800      |        -5.027      |

|    1605 |     -177.000    |       -207.800      |        -7.842      |

|    1606 |     -209.800    |       -209.800      |       -10.022      |

|    1607 |      540.100    |       -209.800      |        25.273      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1608 |     -215.600    |       -215.600      |        19.833      |



|    1609 |       96.500    |       -215.600      |         0.063      |

|    1610 |      467.300    |       -215.600      |        22.080      |

|    1611 |      504.700    |       -215.600      |        50.935      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1612 |      521.900    |       -215.600      |        78.650      |

|    1613 |      483.000    |       -215.600      |       109.955      |

|    1614 |      117.500    |       -215.600      |       123.650      |



|    1615 |      512.800    |       -215.600      |       159.680      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1616 |      510.100    |       -215.600      |       158.595      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1617 |      -64.200    |       -215.600      |       125.525      |



|    1618 |     -172.600    |       -215.600      |       126.155      |

|    1619 |     -139.700    |       -215.600      |       124.650      |

|    1620 |     -157.200    |       -215.600      |       113.875      |

|    1621 |      106.500    |       -215.600      |       126.645      |

|    1622 |      519.200    |       -215.600      |       161.735      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1623 |       45.400    |       -215.600      |       174.320      |

|    1624 |      201.900    |       -215.600      |       174.540      |

|    1625 |      496.200    |       -215.600      |       208.200      |

|    1626 |     -199.900    |       -215.600      |       208.695      |

|    1627 |      529.400    |       -215.600      |       208.160      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1628 |      547.800    |       -199.900      |       246.330      |

|    1629 |      243.000    |       -199.900      |       253.655      |

|    1630 |     -126.700    |       -199.900      |       223.955      |


|    1631 |      559.800    |       -199.900      |       226.710      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1632 |      507.100    |       -199.900      |       225.970      |

|    1633 |       92.200    |       -199.900      |       206.430      |

|    1634 |      490.600    |       -199.900      |       225.085      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1635 |     -185.100    |       -199.900      |       190.190      |

|    1636 |     -138.300    |       -199.900      |       157.770      |

|    1637 |      231.500    |       -199.900      |       172.555      |



|    1638 |     -185.000    |       -199.900      |       171.935      |

|    1639 |      -75.600    |       -199.900      |       175.140      |

|    1640 |     -218.300    |       -218.300      |       172.085      |

|    1641 |       79.900    |       -218.300      |       170.755      |

|    1642 |      488.100    |       -218.300      |       169.200      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1643 |      513.500    |       -218.300      |       192.605      |

|    1644 |     -106.800    |       -218.300      |       177.170      |

|    1645 |     -131.300    |       -218.300      |       145.795      |

|    1646 |      139.200    |       -218.300      |       162.750      |

|    1647 |      483.200    |       -218.300      |       160.440      |

|    1648 |      491.600    |       -218.300      |       157.630      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1649 |      519.100    |       -218.300      |       171.435      |

|    1650 |      182.400    |       -218.300      |       186.890      |

|    1651 |      201.400    |       -218.300      |       168.970      |

|    1652 |      453.400    |       -218.300      |       166.285      |

|    1653 |     -146.800    |       -218.300      |       154.335      |

|    1654 |     -191.500    |       -218.300      |       120.230      |

|    1655 |     -137.000    |       -218.300      |       122.635      |

|    1656 |      523.400    |       -218.300      |       155.720      |

|    1657 |     -183.200    |       -218.300      |       134.985      |

|    1658 |      108.000    |       -218.300      |       149.635      |

|    1659 |     -205.600    |       -218.300      |       143.135      |

|    1660 |      102.300    |       -205.600      |       159.165      |

|    1661 |      488.700    |       -205.600      |       179.605      |

|    1662 |      481.600    |       -205.600      |       179.280      |

|    1663 |       56.400    |       -205.600      |       156.425      |

|    1664 |       18.800    |       -205.600      |       162.705      |

|    1665 |     -106.900    |       -205.600      |       163.925      |

|    1666 |     -109.400    |       -205.600      |       151.495      |

|    1667 |      551.900    |       -205.600      |       154.930      |

|    1668 |      182.000    |       -205.600      |       139.450      |

|    1669 |       78.400    |       -205.600      |       117.415      |

|    1670 |     -193.800    |       -205.600      |        98.605      |

|    1671 |       31.900    |       -205.600      |        90.130      |

|    1672 |     -121.300    |       -205.600      |        61.395      |

|    1673 |      499.000    |       -205.600      |        93.685      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1674 |      543.500    |       -205.600      |       130.435      |

|    1675 |     -196.200    |       -205.600      |       127.475      |

|    1676 |     -147.700    |       -205.600      |        93.920      |

|    1677 |      228.500    |       -205.600      |       114.505      |

|    1678 |     -137.500    |       -205.600      |       102.230      |

|    1679 |       26.700    |       -196.200      |       113.845      |

|    1680 |      -63.200    |       -196.200      |       105.570      |

|    1681 |     -104.200    |       -196.200      |        75.925      |

|    1682 |     -196.300    |       -196.300      |        42.030      |

|    1683 |      -17.600    |       -196.300      |        38.330      |

|    1684 |      237.800    |       -196.300      |        49.280      |

|    1685 |      106.400    |       -196.300      |        59.945      |

|    1686 |     -183.400    |       -196.300      |        56.245      |

|    1687 |       73.100    |       -196.300      |        32.305      |

|    1688 |     -187.500    |       -196.300      |        13.830      |

|    1689 |       56.800    |       -196.300      |        12.750      |

|    1690 |     -175.600    |       -196.300      |        13.660      |

|    1691 |      139.000    |       -196.300      |        19.015      |

|    1692 |      497.300    |       -196.300      |        49.945      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1693 |      111.600    |       -196.300      |        30.575      |

|    1694 |     -107.400    |       -196.300      |        -1.970      |

|    1695 |      473.200    |       -196.300      |        31.500      |

|    1696 |     -189.200    |       -196.300      |        29.425      |

|    1697 |     -101.500    |       -196.300      |        12.925      |

|    1698 |       20.900    |       -196.300      |        20.845      |

|    1699 |     -190.700    |       -196.300      |         9.975      |

|    1700 |      508.700    |       -196.300      |        38.570      |


|    1701 |       45.200    |       -196.300      |        46.040      |

|    1702 |     -203.000    |       -203.000      |        45.705      |

|    1703 |     -205.300    |       -205.300      |        36.320      |

|    1704 |      217.800    |       -205.300      |        35.320      |


|    1705 |      245.000    |       -205.300      |        42.250      |

|    1706 |     -119.200    |       -205.300      |        45.460      |

|    1707 |      524.000    |       -205.300      |        68.005      |

|    1708 |      246.700    |       -205.300      |        89.715      |

|    1709 |       53.500    |       -205.300      |        89.550      |

|    1710 |       21.600    |       -205.300      |        99.410      |

|    1711 |      268.700    |       -205.300      |       105.895      |

|    1712 |       22.700    |       -205.300      |        82.165      |

|    1713 |     -196.700    |       -205.300      |        66.750      |

|    1714 |      217.600    |       -205.300      |        83.000      |

|    1715 |      -69.200    |       -205.300      |        55.880      |

|    1716 |       59.800    |       -205.300      |        68.330      |

|    1717 |      516.600    |       -205.300      |        99.235      |

|    1718 |      538.100    |       -205.300      |       125.095      |

|    1719 |      541.400    |       -205.300      |       161.700      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1720 |      577.300    |       -205.300      |       165.130      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1721 |      -80.100    |       -205.300      |       158.865      |

|    1722 |      -76.300    |       -205.300      |       165.200      |

|    1723 |        6.300    |       -196.700      |       175.780      |

|    1724 |      183.500    |       -196.700      |       174.065      |

|    1725 |      489.600    |       -196.700      |       186.295      |

|    1726 |      227.500    |       -196.700      |       203.630      |

|    1727 |     -169.400    |       -196.700      |       168.960      |

|    1728 |     -191.700    |       -196.700      |       147.040      |

|    1729 |      216.400    |       -196.700      |       155.185      |

|    1730 |      239.200    |       -196.700      |       166.065      |

|    1731 |      201.600    |       -196.700      |       162.710      |



|    1732 |      555.300    |       -196.700      |       189.340      |

|    1733 |      540.000    |       -191.700      |       226.175      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1734 |      130.200    |       -191.700      |       221.805      |

|    1735 |       47.900    |       -191.700      |       227.660      |

|    1736 |      203.100    |       -191.700      |       234.825      |

|    1737 |      -61.100    |       -191.700      |       205.940      |

|    1738 |     -194.500    |       -194.500      |       169.310      |

|    1739 |     -166.300    |       -194.500      |       133.925      |

|    1740 |     -132.700    |       -194.500      |        98.425      |

|    1741 |      504.000    |       -194.500      |       127.630      |

|    1742 |      461.300    |       -194.500      |       154.510      |

|    1743 |     -121.000    |       -194.500      |       148.145      |

|    1744 |     -146.900    |       -194.500      |       131.625      |

|    1745 |     -160.700    |       -194.500      |        99.110      |



|    1746 |      488.900    |       -194.500      |       112.180      |
Not enough available Minecraft instances running.
Will wait in case they are starting up. 4 attempts left.

|    1747 |      -97.400    |       -194.500      |       115.780      |

|    1748 |     -131.300    |       -194.500      |       118.800      |

|    1749 |      470.400    |       -194.500      |       131.500      |

|    1750 |      216.800    |       -194.500      |       130.380      |

|    1751 |      496.000    |       -194.500      |       145.100      |

|    1752 |      546.800    |       -194.500      |       144.675      |

